Rec#,Cyc#,Step,Test (Min),Step (Min),Amp-hr,Watt-hr,Amps,Volts,State,ES,DPt Time
564,6,9,19.3235,0.6768,0.004696799,0.00269658,0.416571298,0.97131304,C,5,12:53:58
565,6,9,19.3703,0.7237,0.005021934,0.003020916,0.416647593,1.02258335,C,5,12:54:01
566,6,9,19.4182,0.7715,0.00535401,0.003369206,0.416647593,1.07431144,C,5,12:54:04
567,6,9,19.4668,0.8202,0.005691872,0.003741013,0.416495003,1.12573434,C,5,12:54:07
568,6,9,19.5157,0.869,0.006030894,0.004131546,0.416571298,1.17730983,C,5,12:54:10
569,6,9,19.5655,0.9188,0.006376856,0.004547836,0.416647593,1.22873274,C,5,12:54:13
570,6,9,19.6158,0.9692,0.006726289,0.004986324,0.416571298,1.28030823,C,5,12:54:16
571,6,9,19.6667,1.02,0.007079195,0.005447333,0.416418708,1.33173114,C,5,12:54:19
572,6,9,19.718,1.0713,0.007435571,0.005931178,0.416495003,1.38300145,C,5,12:54:22
573,6,9,19.77,1.1233,0.007796573,0.00643987,0.416495003,1.43442435,C,5,12:54:25
574,6,9,19.8225,1.1758,0.008161046,0.006972157,0.416571298,1.48569467,C,5,12:54:28
575,6,9,19.8757,1.229,0.00853015,0.007530146,0.416571298,1.53711757,C,5,12:54:32
576,6,9,19.9292,1.2825,0.008901569,0.008110699,0.416647593,1.5880827,C,5,12:54:35
577,6,9,19.9828,1.3362,0.009274145,0.008712062,0.416418708,1.63920043,C,5,12:54:38
578,6,9,20.0377,1.391,0.009654818,0.00934596,0.416495003,1.69047074,C,5,12:54:41
579,6,9,20.0928,1.4462,0.010037805,0.010003342,0.416647593,1.74174105,C,5,12:54:45
580,6,9,20.1488,1.5022,0.010426578,0.010690575,0.416495003,1.79316396,C,5,12:54:48
581,6,9,20.2053,1.5587,0.010818823,0.011404105,0.416418708,1.84458686,C,5,12:54:51
582,6,9,20.2625,1.6158,0.011215695,0.012146439,0.416571298,1.89585718,C,5,12:54:55
583,6,9,20.32,1.6733,0.011614884,0.012913607,0.416342413,1.94712749,C,5,12:54:58
584,6,9,20.3782,1.7315,0.012018701,0.013710367,0.416495003,1.9983978,C,5,12:55:02
585,6,9,20.4368,1.7902,0.012425987,0.014534819,0.416495003,2.04951553,C,5,12:55:05
586,6,9,20.496,1.8493,0.012836745,0.015387306,0.416571298,2.10032807,C,5,12:55:09
587,6,9,20.5555,1.9088,0.013249816,0.016265646,0.416571298,2.15144579,C,5,12:55:12
588,6,9,20.6158,1.9692,0.013668673,0.017177621,0.416723888,2.20241093,C,5,12:55:16
589,6,9,20.677,2.0303,0.014093315,0.018123888,0.416723888,2.25352865,C,5,12:55:20
590,6,9,20.7383,2.0917,0.014519115,0.019094444,0.416647593,2.30464637,C,5,12:55:23
591,6,9,20.801,2.1543,0.014954172,0.020108327,0.416418708,2.3557641,C,5,12:55:27
592,6,9,20.8642,2.2175,0.015392698,0.021152793,0.416418708,2.40688182,C,5,12:55:31
593,6,9,20.9277,2.281,0.015833538,0.022225231,0.416571298,2.45784695,C,5,12:55:35
594,6,9,20.9922,2.3455,0.016281321,0.023337351,0.416571298,2.50896468,C,5,12:55:39
595,6,9,21.0577,2.411,0.016736046,0.024489968,0.416495003,2.5600824,C,5,12:55:42
596,6,9,21.1237,2.477,0.017194244,0.025674797,0.416495003,2.61104753,C,5,12:55:46
597,6,9,21.19,2.5433,0.017654755,0.026889044,0.416647593,2.66170748,C,5,12:55:50
598,6,9,21.2578,2.6112,0.018125679,0.028154696,0.416418708,2.7129778,C,5,12:55:55
599,6,9,21.3267,2.68,0.018603547,0.029463488,0.416495003,2.76409552,C,5,12:55:59
600,6,9,21.396,2.7493,0.019084886,0.030806449,0.416495003,2.81536584,C,5,12:56:03
601,6,9,21.466,2.8193,0.019570851,0.0321871,0.416571298,2.86648356,C,5,12:56:07
602,6,9,21.5372,2.8905,0.020064917,0.033616071,0.416342413,2.91760128,C,5,12:56:11
603,6,9,21.6087,2.962,0.020561293,0.03507707,0.416571298,2.96841382,C,5,12:56:16
604,6,9,21.6532,3.0065,0.02087023,0.035999054,0.416723888,3,C,133,12:56:18
605,6,10,21.654,0.0008,3.7349E-06,1.06967E-05,0.4180972,2.86465248,D,0,12:56:19
606,6,10,21.7083,0.0552,0.000380952,0.001080847,0.416723888,2.81338216,D,5,12:56:22
607,6,10,21.7682,0.115,0.000796339,0.002238734,0.416571298,2.76226444,D,5,12:56:26
608,6,10,21.8288,0.1757,0.00121751,0.003391231,0.416495003,2.71114672,D,5,12:56:29
609,6,10,21.8893,0.2362,0.001637524,0.004519074,0.416723888,2.66002899,D,5,12:56:33
610,6,10,21.95,0.2968,0.002058692,0.005628521,0.416647593,2.60875868,D,5,12:56:37
611,6,10,22.0108,0.3577,0.002481023,0.00671935,0.416418708,2.55748836,D,5,12:56:40
612,6,10,22.0715,0.4183,0.002902194,0.007785513,0.416571298,2.50591287,D,5,12:56:44
613,6,10,22.1318,0.4787,0.00332105,0.008824309,0.416495003,2.45448997,D,5,12:56:47
614,6,10,22.1918,0.5387,0.003737593,0.009835964,0.416571298,2.40337224,D,5,12:56:51
615,6,10,22.2515,0.5983,0.004151821,0.010820788,0.416418708,2.35210193,D,5,12:56:55
616,6,10,22.3113,0.6582,0.004567206,0.011787018,0.416571298,2.30052644,D,5,12:56:58
617,6,10,22.3702,0.717,0.004975651,0.01271614,0.416418708,2.24940871,D,5,12:57:02
618,6,10,22.4295,0.7763,0.005387564,0.013632032,0.416723888,2.19783322,D,5,12:57:05
619,6,10,22.4883,0.8352,0.005796007,0.014519148,0.416800183,2.14656291,D,5,12:57:09
620,6,10,22.5467,0.8935,0.00620098,0.015377957,0.416495003,2.09544518,D,5,12:57:12
621,6,10,22.6043,0.9512,0.006601325,0.016206483,0.416495003,2.04432746,D,5,12:57:16
622,6,10,22.662,1.0088,0.007001669,0.01701453,0.416571298,1.99336233,D,5,12:57:19
623,6,10,22.7192,1.066,0.007398543,0.017795293,0.416647593,1.94193942,D,5,12:57:23
624,6,10,22.7762,1.123,0.007794258,0.018553502,0.416418708,1.89066911,D,5,12:57:26
625,6,10,22.8327,1.1795,0.008186502,0.01928499,0.416723888,1.83970397,D,5,12:57:29
626,6,10,22.8892,1.236,0.008578747,0.019996363,0.416571298,1.78797589,D,5,12:57:33
627,6,10,22.9453,1.2922,0.008968679,0.020683496,0.416418708,1.73670558,D,5,12:57:36
628,6,10,23.001,1.3478,0.009355138,0.021344654,0.416495003,1.68543526,D,5,12:57:40
629,6,10,23.0562,1.403,0.009738127,0.021980247,0.416571298,1.63431754,D,5,12:57:43
630,6,10,23.1112,1.458,0.010119958,0.022594352,0.416495003,1.58319982,D,5,12:57:46
631,6,10,23.1658,1.5127,0.010499475,0.02318532,0.416495003,1.5319295,D,5,12:57:49
632,6,10,23.2203,1.5672,0.010877835,0.023755087,0.416647593,1.48065919,D,5,12:57:53
633,6,10,23.2743,1.6212,0.011252724,0.024300423,0.416647593,1.42938888,D,5,12:57:56
634,6,10,23.3282,1.675,0.011626455,0.024824948,0.416800183,1.37827115,D,5,12:57:59
635,6,10,23.3817,1.7285,0.011997871,0.025327199,0.416571298,1.32700084,D,5,12:58:02
636,6,10,23.4352,1.782,0.012369288,0.025810371,0.416647593,1.27527276,D,5,12:58:06
637,6,10,23.4885,1.8353,0.012739549,0.026272947,0.416495003,1.22384985,D,5,12:58:09
638,6,10,23.5412,1.888,0.013105183,0.026710891,0.416495003,1.17242695,D,5,12:58:12
639,6,10,23.5935,1.9403,0.013468499,0.027127441,0.416571298,1.12100404,D,5,12:58:15
640,6,10,23.6458,1.9927,0.013831819,0.027525303,0.416571298,1.06973373,D,5,12:58:18
641,6,10,23.6973,2.0442,0.014189353,0.027898471,0.416647593,1.01861601,D,5,12:58:21
642,6,10,23.7485,2.0953,0.014544571,0.028251079,0.416495003,0.9671931,D,5,12:58:24
643,6,10,23.7998,2.1467,0.014900948,0.028586491,0.416571298,0.91561761,D,5,12:58:28
644,6,10,23.8505,2.1973,0.015252695,0.02889942,0.416495003,0.8643473,D,5,12:58:31
645,6,10,23.9007,2.2475,0.01560097,0.02919139,0.416495003,0.81307698,D,5,12:58:34
646,6,10,23.9505,2.2973,0.015946934,0.029463657,0.416418708,0.76150149,D,5,12:58:37
647,6,10,24.0002,2.347,0.01629174,0.029717273,0.416571298,0.70992599,D,5,12:58:40
648,6,10,24.0497,2.3965,0.016635388,0.029952282,0.416647593,0.65850309,D,5,12:58:43
649,6,10,24.0983,2.4452,0.01697325,0.030165922,0.416418708,0.6069276,D,5,12:58:45
650,6,10,24.1472,2.494,0.017312272,0.030362839,0.416418708,0.55504692,D,5,12:58:48
651,6,10,24.1957,2.5425,0.017648979,0.030540962,0.416571298,0.50331884,D,5,12:58:51
652,6,10,24.2438,2.5907,0.017983371,0.030700576,0.416495003,0.45189593,D,5,12:58:54
653,6,10,24.2917,2.6385,0.018315448,0.030841968,0.416418708,0.40062562,D,5,12:58:57
654,6,10,24.339,2.6858,0.018644054,0.03096501,0.416647593,0.34920272,D,5,12:59:00
655,6,10,24.3865,2.7333,0.018973817,0.031071549,0.416495003,0.29777981,D,5,12:59:03
656,6,10,24.434,2.7808,0.019303581,0.0311611,0.416495003,0.24620432,D,5,12:59:06
657,6,10,24.4817,2.8285,0.0196345,0.031233904,0.416571298,0.19478141,D,5,12:59:08
658,6,10,24.5293,2.8762,0.01996542,0.031289647,0.416647593,0.14305333,D,5,12:59:11
659,6,10,24.5772,2.924,0.020297497,0.031328469,0.416571298,0.09147784,D,5,12:59:14
660,6,10,24.6252,2.972,0.02063073,0.03135026,0.416495003,0.04036011,D,5,12:59:17
661,6,10,24.6533,3.0002,0.020826273,0.031355051,0.416571298,0.00984207,D,133,12:59:19
662,7,14,24.6542,0.0008,1.9642E-06,2.193E-07,0.208819715,0.11100938,C,0,12:59:19
663,7,14,24.7203,0.067,0.000231638,3.18352E-05,0.208361944,0.16182193,C,5,12:59:23
664,7,14,24.7928,0.1395,0.000483281,7.91015E-05,0.208056764,0.21278706,C,5,12:59:28
665,7,14,24.868,0.2147,0.000744181,0.000141338,0.208285649,0.2635996,C,5,12:59:32
666,7,14,24.9448,0.2915,0.001010865,0.00021849,0.208361944,0.31441215,C,5,12:59:37
667,7,14,25.0235,0.3702,0.001283915,0.000311375,0.208361944,0.36552987,C,5,12:59:41
668,7,14,25.1033,0.45,0.001561011,0.000419729,0.208361944,0.41634241,C,5,12:59:46
669,7,14,25.1843,0.531,0.001842158,0.000543977,0.208209354,0.46715496,C,5,12:59:51
670,7,14,25.2667,0.6133,0.002127934,0.000684828,0.208209354,0.51812009,C,5,12:59:56
671,7,14,25.3497,0.6963,0.002416022,0.000841462,0.208285649,0.56893263,C,5,13:00:01
672,7,14,25.4343,0.781,0.002709896,0.001016183,0.208285649,0.61989776,C,5,13:00:06
673,7,14,25.5197,0.8663,0.003006084,0.001207355,0.208361944,0.67071031,C,5,13:00:11
674,7,14,25.6065,0.9532,0.003307478,0.001417203,0.208133059,0.72167544,C,5,13:00:16
675,7,14,25.6948,1.0415,0.003614078,0.001646318,0.208285649,0.77248798,C,5,13:00:22
676,7,14,25.7837,1.1303,0.003922412,0.001892386,0.208209354,0.82330053,C,5,13:00:27
677,7,14,25.8747,1.2213,0.004238268,0.002160514,0.208209354,0.87426566,C,5,13:00:33
678,7,14,25.9667,1.3133,0.004557597,0.002447854,0.208209354,0.92492561,C,5,13:00:38
679,7,14,26.0597,1.4063,0.004880395,0.002754725,0.208209354,0.97604334,C,5,13:00:44
680,7,14,26.1547,1.5013,0.005210135,0.003084969,0.208285649,1.0265507,C,5,13:00:49
681,7,14,26.25,1.5967,0.005541031,0.003433153,0.208285649,1.07736324,C,5,13:00:55
682,7,14,26.3478,1.6945,0.005880606,0.003807702,0.208285649,1.12832837,C,5,13:01:01
683,7,14,26.446,1.7927,0.006221337,0.004200859,0.208285649,1.17883574,C,5,13:01:07
684,7,14,26.5457,1.8923,0.006567273,0.00461752,0.208361944,1.2293431,C,5,13:01:13
685,7,14,26.6462,1.9928,0.006916105,0.005055308,0.208285649,1.28000305,C,5,13:01:19
686,7,14,26.7482,2.0948,0.007270143,0.005517509,0.208361944,1.330663,C,5,13:01:25
687,7,14,26.8515,2.1982,0.007628806,0.006003917,0.208361944,1.38132296,C,5,13:01:31
688,7,14,26.9558,2.3025,0.007990945,0.006513371,0.208361944,1.43183032,C,5,13:01:37
689,7,14,27.0613,2.408,0.008357128,0.007047021,0.208209354,1.48264286,C,5,13:01:44
690,7,14,27.1687,2.5153,0.008729678,0.007608838,0.208285649,1.53315023,C,5,13:01:50
691,7,14,27.2763,2.623,0.009103383,0.00819134,0.208133059,1.58381018,C,5,13:01:57
692,7,14,27.3855,2.7322,0.009482296,0.008801103,0.208361944,1.63462272,C,5,13:02:03
693,7,14,27.4958,2.8425,0.009865257,0.009436796,0.208209354,1.68513008,C,5,13:02:10
694,7,14,27.6072,2.9538,0.010251691,0.010097812,0.208209354,1.73579004,C,5,13:02:16
695,7,14,27.72,3.0667,0.010643332,0.010787574,0.208361944,1.7862974,C,5,13:02:23
696,7,14,27.834,3.1807,0.011039021,0.011504529,0.208361944,1.83680476,C,5,13:02:30
697,7,14,27.9483,3.295,0.011435865,0.012243596,0.208285649,1.8876173,C,5,13:02:37
698,7,14,28.0657,3.4123,0.011843122,0.01302271,0.208209354,1.93858244,C,5,13:02:44
699,7,14,28.183,3.5297,0.012250382,0.013822532,0.208133059,1.98893721,C,5,13:02:51
700,7,14,28.3015,3.6482,0.01266169,0.014651053,0.208285649,2.03959716,C,5,13:02:58
701,7,14,28.4218,3.7685,0.013079361,0.015513555,0.208133059,2.0904097,C,5,13:03:05
702,7,14,28.5428,3.8895,0.013499348,0.016402093,0.208361944,2.14091707,C,5,13:03:13
703,7,14,28.6657,4.0123,0.013925695,0.017325651,0.208133059,2.19157702,C,5,13:03:20
704,7,14,28.7897,4.1363,0.01435609,0.0182798,0.208361944,2.24208438,C,5,13:03:27
705,7,14,28.915,4.2617,0.014791115,0.019266207,0.208285649,2.29274434,C,5,13:03:35
706,7,14,29.0423,4.389,0.015233081,0.020290795,0.208361944,2.34370947,C,5,13:03:43
707,7,14,29.1712,4.5178,0.015680255,0.021350203,0.208133059,2.39436942,C,5,13:03:50
708,7,14,29.3012,4.6478,0.016131477,0.022442108,0.208285649,2.44487678,C,5,13:03:58
709,7,14,29.432,4.7787,0.016585594,0.023563992,0.208209354,2.49523156,C,5,13:04:06
710,7,14,29.5638,4.9105,0.017043183,0.024717455,0.208209354,2.54558633,C,5,13:04:14
711,7,14,29.698,5.0447,0.017508868,0.025914751,0.208133059,2.59609369,C,5,13:04:22
712,7,14,29.8337,5.1803,0.017979762,0.027149238,0.208056764,2.64660105,C,5,13:04:30
713,7,14,29.9715,5.3182,0.018458176,0.028427612,0.208285649,2.69710842,C,5,13:04:38
714,7,14,30.11,5.4567,0.018938902,0.029736445,0.208285649,2.74776837,C,5,13:04:47
715,7,14,30.2513,5.598,0.019429463,0.031096838,0.208285649,2.79842832,C,5,13:04:55
716,7,14,30.3935,5.7402,0.019922917,0.032490249,0.208285649,2.84908827,C,5,13:05:04
717,7,14,30.5375,5.8842,0.020422734,0.033926901,0.208438239,2.89944305,C,5,13:05:12
718,7,14,30.683,6.0297,0.020927757,0.035404065,0.208209354,2.95025559,C,5,13:05:21
719,7,14,30.8282,6.1748,0.021431621,0.036903139,0.208209354,3,C,133,13:05:30
720,7,15,30.829,0.0008,1.9735E-06,5.7853E-06,0.209506371,2.93163958,D,0,13:05:30
721,7,15,30.9425,0.1143,0.000395941,0.001150454,0.208285649,2.88113222,D,5,13:05:37
722,7,15,31.0615,0.2333,0.000808986,0.002329845,0.208209354,2.83047227,D,5,13:05:44
723,7,15,31.1813,0.3532,0.00122492,0.003496581,0.208209354,2.78011749,D,5,13:05:51
724,7,15,31.3025,0.4743,0.001645484,0.00465511,0.208133059,2.72961013,D,5,13:05:59
725,7,15,31.4237,0.5955,0.00206605,0.005792362,0.208209354,2.67910277,D,5,13:06:06
726,7,15,31.5448,0.7167,0.002486612,0.00690829,0.208209354,2.62829023,D,5,13:06:13
727,7,15,31.6648,0.8367,0.002903123,0.007992394,0.208285649,2.57793545,D,5,13:06:20
728,7,15,31.785,0.9568,0.003320217,0.00905698,0.208209354,2.52712291,D,5,13:06:28
729,7,15,31.9053,1.0772,0.003737892,0.010101883,0.208209354,2.47661555,D,5,13:06:35
730,7,15,32.0247,1.1965,0.004152092,0.011117128,0.208285649,2.42580301,D,5,13:06:42
731,7,15,32.1442,1.316,0.004566871,0.012112811,0.208285649,2.37529564,D,5,13:06:49
732,7,15,32.263,1.4348,0.004979334,0.013082035,0.208133059,2.32478828,D,5,13:06:56
733,7,15,32.3807,1.5525,0.005387748,0.014021119,0.208285649,2.27397574,D,5,13:07:03
734,7,15,32.4993,1.6712,0.005799635,0.014947308,0.208285649,2.22346838,D,5,13:07:10
735,7,15,32.6162,1.788,0.006205158,0.015838666,0.208285649,2.17296101,D,5,13:07:18
736,7,15,32.7328,1.9047,0.006610102,0.016708329,0.208285649,2.12245365,D,5,13:07:25
737,7,15,32.8493,2.0212,0.007014465,0.017556253,0.208056764,2.07164111,D,5,13:07:31
738,7,15,32.9647,2.1365,0.007414779,0.018375427,0.208209354,2.02128634,D,5,13:07:38
739,7,15,33.0797,2.2515,0.007813941,0.019172064,0.208209354,1.97062638,D,5,13:07:45
740,7,15,33.1942,2.366,0.008211366,0.019945125,0.208133059,1.92011902,D,5,13:07:52
741,7,15,33.3078,2.4797,0.008605897,0.020692607,0.208209354,1.86961166,D,5,13:07:59
742,7,15,33.4205,2.5923,0.008996957,0.02141378,0.208285649,1.8191043,D,5,13:08:06
743,7,15,33.5333,2.7052,0.009388596,0.022116237,0.208133059,1.76829175,D,5,13:08:13
744,7,15,33.6458,2.8177,0.009779076,0.022796801,0.208056764,1.7176318,D,5,13:08:19
745,7,15,33.758,2.9298,0.010168401,0.02345555,0.208209354,1.66666667,D,5,13:08:26
746,7,15,33.8692,3.041,0.010554254,0.024088826,0.208285649,1.61600671,D,5,13:08:33
747,7,15,33.9792,3.151,0.010936061,0.024696159,0.208209354,1.56565194,D,5,13:08:39
748,7,15,34.0893,3.2612,0.011318443,0.025285104,0.208133059,1.51529717,D,5,13:08:46
749,7,15,34.1983,3.3702,0.011696776,0.025848691,0.208209354,1.46448463,D,5,13:08:52
750,7,15,34.3082,3.48,0.012078002,0.026397272,0.208361944,1.41382467,D,5,13:08:59
751,7,15,34.4167,3.5885,0.012454598,0.026920069,0.208209354,1.36331731,D,5,13:09:06
752,7,15,34.5243,3.6962,0.012828302,0.027419993,0.208133059,1.31265736,D,5,13:09:12
